name,position,team,price_eur,max_price,min_price,status,playerId,remote_player,teamId,remote_team,url,lastMarket_1d,lastMarket_3d,lastMarket_7d,injured,doubt
Ali Houary,mediocentro,Elche,480000,530000,160000,Disponible,156337,38457,162,75,ali-houary,0,0,-10000,0,0
Funes,entrenador,Málaga,480000,570000,410000,Disponible,158107,42571,14,65,funes,-10000,-10000,-20000,0,0
Lucas Cepeda,delantero,Elche,480000,480000,150000,Disponible,156519,39874,162,75,lucas-cepeda,0,0,0,0,0
Manu Bueno,mediocentro,Sevilla,480000,640000,150000,Disponible,154672,26299,17,17,manu-bueno,-10000,-30000,-50000,0,0
Izei,delantero,Alavés,470000,530000,470000,Disponible,158305,43354,3,91,izei,-20000,0,0,0,0
Andrés Antañón,mediocentro,Celta,460000,470000,460000,Decisión técnica,158306,24197,7,5,andres-antanon,-10000,0,0,0,0
Nteka,delantero,Rayo Vallecano,460000,490000,170000,Disponible,151284,24336,106,70,nteka,-20000,-30000,-30000,0,0
Tsitaishvili,delantero,Rayo Vallecano,450000,800000,450000,Disponible,158171,41940,106,70,tsitaishvili,-10000,-30000,-60000,0,0
Bayindir,portero,Celta,440000,790000,440000,Disponible,158145,41605,7,5,bayindir,0,-20000,-40000,0,0
Fran Pérez,delantero,Rayo Vallecano,440000,470000,260000,Sancionado,152933,27995,106,70,fran-perez,-30000,-10000,50000,0,0
Gorosabel,defensa,Espanyol,420000,420000,260000,molestias en el aductor,1914,15462,10,7,gorosabel,0,40000,120000,1,0
Luis Castro,entrenador,Levante,420000,420000,250000,Disponible,156460,39398,21,10,luis-castro,0,0,10000,0,0
Lunin,portero,Real Madrid,420000,830000,420000,Disponible,4574,15289,2,15,lunin,0,0,0,0,0
Valentini,defensa,Alavés,420000,700000,420000,Disponible,158147,41609,3,91,valentini,-10000,-30000,-50000,0,0
Adam Aznou,defensa,Málaga,410000,420000,410000,Disponible,154767,35851,14,65,adam-aznou,-10000,-10000,-10000,0,0
José Alberto López,entrenador,Racing,410000,410000,260000,Disponible,158109,42570,878,812,jose-alberto-lopez,0,0,0,0,0
Obed Vargas,mediocentro,Atlético,410000,840000,410000,Disponible,156538,39974,4,2,obed-vargas,-20000,-70000,-140000,0,0
Marcos Fernández,delantero,Espanyol,400000,550000,300000,Disponible,155840,37644,10,7,marcos-fernandez,20000,20000,10000,0,0
Ángel Recio,defensa,Málaga,400000,400000,150000,Disponible,157835,41419,14,65,angel-recio,20000,20000,40000,0,0
Herrando,defensa,Osasuna,390000,500000,210000,Lesión en el aductor izquierdo,153312,30141,15,93,herrando,-10000,-30000,-90000,1,0
Pablo Durán,delantero,Celta,390000,390000,150000,Disponible,152815,29185,7,5,pablo-duran,10000,30000,80000,0,0
Asencio,defensa,Real Madrid,380000,1360000,380000,Lesión en el recto femoral de la pierna derecha,154646,35249,2,15,asencio,0,-10000,-40000,1,0
Bisiwu,delantero,Barcelona,380000,630000,200000,fuerte golpe en el tobillo,156028,37817,5,3,bisiwu,-10000,-40000,-90000,1,0
Pablo Marín,mediocentro,Real Sociedad,380000,610000,380000,lesión muscular,152725,29034,16,13,pablo-marin,0,-10000,-20000,1,0
Boselli,defensa,Getafe,370000,480000,150000,Disponible,156496,39801,23,8,boselli,0,-10000,-30000,0,0
Puado,delantero,Espanyol,360000,800000,360000,Rotura del ligamento cruzado anterior,4977,16317,10,7,puado,0,0,0,1,0
Rubén Sánchez,defensa,Elche,360000,360000,180000,Disponible,151961,23572,162,75,ruben-sanchez,10000,60000,140000,0,0
Sazonov,defensa,Getafe,350000,390000,270000,Disponible,158124,32569,23,8,sazonov,0,-10000,-30000,0,0
Abdoulaye Faye,defensa,Celta,340000,600000,340000,Decisión técnica,158130,37990,7,5,abdoulaye-faye,-10000,-30000,-50000,0,0
Anselmi,entrenador,Elche,340000,380000,310000,Disponible,157768,41388,162,75,anselmi,0,0,-20000,0,0
Oluwaseyi,delantero,Villarreal,340000,420000,250000,Disponible,156355,38854,20,19,oluwaseyi,0,0,0,0,0
Ramón Enríquez,mediocentro,Málaga,340000,380000,250000,Disponible,157831,41411,14,65,ramon-enriquez,0,0,0,0,0
Redondo,mediocentro,Elche,340000,390000,150000,Disponible,156302,38422,162,75,redondo,0,0,-10000,0,0
Riki Rodríguez,mediocentro,Deportivo,340000,340000,200000,Disponible,157801,41081,8,6,riki-rodriguez,40000,70000,110000,0,0
Valentín Gómez,defensa,Betis,330000,350000,300000,Disponible,156248,38318,6,87,valentin-gomez,-10000,-20000,-20000,0,0
Juan Arana,delantero,Racing,320000,660000,320000,Disponible,157729,41262,878,812,juan-arana,0,-10000,-30000,0,0
Juan Musso,portero,Atlético,320000,430000,320000,Disponible,154570,34805,4,2,juan-musso,0,0,0,0,0
El-Abdellaoui,delantero,Celta,310000,350000,260000,Disponible,154703,35606,7,5,el-abdellaoui,-10000,-30000,-40000,0,0
Roony,delantero,Barcelona,310000,1270000,310000,rotura del ligamento cruzado anterior de la rodilla derecha,156202,38216,5,3,roony,0,-10000,-10000,1,0
Ruibal,mediocentro,Betis,310000,890000,310000,operación en el menisco externo de su rodilla derecha,6216,19141,6,87,ruibal,0,0,0,1,0
Marchal,delantero,Real Sociedad,300000,300000,220000,Disponible,158201,42627,16,13,marchal,10000,30000,50000,0,0
Van Oevelen,portero,Valencia,300000,400000,300000,Disponible,158228,42794,19,18,van-oevelen,0,-10000,-30000,0,0
Álvaro Fernández,portero,Deportivo,290000,430000,290000,Disponible,575,5618,8,6,alvaro-fernandez,0,0,0,0,0
Djaló,delantero,Athletic,280000,1040000,280000,Disponible,154191,33608,1,1,djalo,-10000,-20000,-30000,0,0
Ndukwe,defensa,Levante,280000,360000,280000,Disponible,158220,42757,21,10,ndukwe,0,0,-10000,0,0
Fran González,portero,Sevilla,270000,300000,160000,Disponible,154801,10182,17,17,fran-gonzalez,0,0,0,0,0
Szczęsny,portero,Barcelona,270000,540000,270000,Disponible,154627,34613,5,3,szczesny,0,0,-10000,0,0
Aitor Fernández,portero,Osasuna,260000,290000,200000,Disponible,5544,16606,15,93,aitor-fernandez,0,0,-20000,0,0
Yeboah,defensa,Osasuna,260000,350000,260000,Disponible,158168,41932,15,93,yeboah,0,0,-10000,0,0
Aihen,defensa,Real Sociedad,250000,270000,210000,Disponible,5933,17200,16,13,aihen,0,0,0,0,0
Dani Requena,mediocentro,Levante,250000,440000,230000,Disponible,157936,37488,21,10,dani-requena,0,0,0,0,0
Javi Morcillo,mediocentro,Elche,250000,250000,160000,Disponible,151063,12734,162,75,javi-morcillo,0,0,20000,0,0
Jofre Carreras,delantero,Espanyol,250000,250000,250000,Disponible,151459,25392,10,7,jofre-carreras,0,0,0,0,0
Osorio,delantero,Elche,250000,760000,250000,Disponible,157935,41565,162,75,osorio,0,0,0,0,0
Abaida,delantero,Málaga,240000,240000,150000,Disponible,157836,41421,14,65,abaida,0,0,0,0,0
Diego Conde,portero,Betis,240000,430000,240000,Disponible,7309,12087,6,87,diego-conde,0,0,0,0,0
Dani Martínez,defensa,Atlético,230000,280000,160000,Disponible,2547,14424,4,2,dani-martinez,-10000,-10000,-20000,0,0
Pelayo,defensa,Rayo Vallecano,230000,280000,150000,Disponible,154349,33804,106,70,pelayo,-10000,-20000,-40000,0,0
Rego,mediocentro,Athletic,230000,310000,230000,Disponible,156421,38449,1,1,rego,0,0,-10000,0,0
Berrocal,defensa,Málaga,220000,220000,150000,Disponible,151046,12404,14,65,berrocal,0,20000,60000,0,0
Unai Marrero,portero,Real Sociedad,220000,270000,220000,Disponible,153318,31228,16,13,unai-marrero,0,0,0,0,0
Alassane Diatta,mediocentro,Villarreal,210000,240000,210000,Disponible,158118,41157,20,19,alassane-diatta,0,0,0,0,0
Alfon González,delantero,Sevilla,210000,410000,160000,Disponible,151779,23842,17,17,alfon-gonzalez,0,20000,40000,0,0
De Tomás,delantero,Rayo Vallecano,210000,590000,210000,Disponible,4576,9475,106,70,de-tomas,0,0,0,0,0
Diangana,mediocentro,Elche,190000,260000,150000,Disponible,156357,38875,162,75,diangana,0,0,0,0,0
Firpo,defensa,Betis,190000,190000,150000,Disponible,1995,12596,6,87,firpo,0,0,0,0,0
Guliashvili,delantero,Racing,190000,440000,190000,Disponible,157728,41261,878,812,guliashvili,-10000,-10000,-10000,0,0
Jon Pacheco,defensa,Real Sociedad,190000,240000,190000,Disponible,151359,12424,16,13,jon-pacheco,0,0,-10000,0,0
Raba,delantero,Valencia,190000,250000,190000,Disponible,1933,11633,19,18,raba,0,0,0,0,0
Angel Ortiz,defensa,Betis,180000,180000,150000,Disponible,154738,35765,6,87,angel-ortiz,0,0,0,0,0
Beitia,defensa,Real Sociedad,180000,300000,180000,Disponible,158200,36538,16,13,beitia,-10000,-30000,-40000,0,0
Jorge Domínguez,defensa,Atlético,180000,230000,180000,Disponible,158178,42261,4,2,jorge-dominguez,0,0,0,0,0
Vertrouwd,defensa,Rayo Vallecano,180000,220000,150000,lesión muscular de bajo grado en los isquios de la pierna izquierda,156287,38404,106,70,vertrouwd,0,-10000,-30000,1,0
Álex Pastor,defensa,Málaga,180000,230000,180000,Disponible,157820,41100,14,65,alex-pastor,0,0,0,0,0
Diego López,delantero,Valencia,170000,700000,170000,rotura del ligamento cruzado anterior de la rodilla derecha,152957,27994,19,18,diego-lopez,0,0,0,1,0
Gamón,defensa,Valencia,170000,230000,170000,Disponible,158177,42260,19,18,gamon,0,0,0,0,0
Logan Costa,defensa,Villarreal,170000,170000,170000,Disponible,154552,34717,20,19,logan-costa,0,0,0,0,0
Barcia,defensa,Deportivo,160000,180000,160000,Disponible,157805,41080,8,6,barcia,0,0,0,0,0
Belaid,mediocentro,Rayo Vallecano,160000,160000,160000,Disponible,2284,14512,106,70,belaid,0,0,0,0,0
Guevara,mediocentro,Alavés,160000,160000,160000,Disponible,6227,17369,3,91,guevara,0,0,0,0,0
Ives Valou,defensa,Getafe,160000,200000,160000,Disponible,158048,42394,23,8,ives-valou,0,0,0,0,0
Losada,delantero,Betis,160000,290000,160000,Disponible,154401,10650,6,87,losada,0,-20000,-40000,0,0
Ochieng,delantero,Real Sociedad,160000,260000,160000,Disponible,158176,40037,16,13,ochieng,0,-20000,-20000,0,0
Rubén Gómez,portero,Villarreal,160000,180000,160000,Disponible,158179,42021,20,19,ruben-gomez,0,0,0,0,0
Aarón Ochoa,mediocentro,Málaga,150000,150000,150000,lesión en el menisco externo de la rodilla derecha,157830,41097,14,65,aaron-ochoa,0,0,0,1,0
Adrián Rodríguez,portero,Alavés,150000,150000,150000,Disponible,154794,36566,3,91,adrian-rodriguez,0,0,0,0,0
Aitor Mañas,delantero,Alavés,150000,170000,150000,Disponible,157949,39386,3,91,aitor-manas,0,0,0,0,0
Barzic,defensa,Elche,150000,150000,150000,Disponible,156074,27575,162,75,barzic,0,0,0,0,0
Benavidez,mediocentro,Alavés,150000,150000,150000,Disponible,153083,30507,3,91,benavidez,0,0,0,0,0
Beñat Prados,mediocentro,Athletic,150000,190000,150000,Disponible,151233,21033,1,1,benat-prados,0,0,0,0,0
Boayar,delantero,Elche,150000,150000,150000,Disponible,155934,37709,162,75,boayar,0,0,0,0,0
Brian Fariñas,mediocentro,Barcelona,150000,200000,150000,Disponible,158126,24255,5,3,brian-farinas,0,0,0,0,0
Cabello,defensa,Levante,150000,150000,150000,Disponible,155925,37713,21,10,cabello,0,0,0,0,0
Cardoso,defensa,Sevilla,150000,150000,150000,Disponible,156373,38965,17,17,cardoso,0,0,0,0,0
Carlos López,portero,Málaga,150000,150000,150000,Disponible,157833,41091,14,65,carlos-lopez,0,0,0,0,0
Comas,defensa,Deportivo,150000,160000,150000,Disponible,157336,40960,8,6,comas,0,0,0,0,0
Copete,defensa,Valencia,150000,220000,150000,lesión en el menisco de la rodilla izquierda,151746,26344,19,18,copete,0,0,0,1,0
Cristian Rivero,portero,Valencia,150000,150000,150000,Disponible,16189,23006,19,18,cristian-rivero,0,0,0,0,0
Diaby,defensa,Elche,150000,150000,150000,Disponible,155923,37715,162,75,diaby,0,0,0,0,0
Diego Murillo,defensa,Málaga,150000,200000,150000,lesión en el ligamento lateral interno y del menisco interno,157826,41413,14,65,diego-murillo,0,0,0,1,0
Egiluz,defensa,Athletic,150000,150000,150000,rotura de la plastia del ligamento cruzado anterior de la rodilla derecha,156179,38144,1,1,egiluz,0,0,0,1,0
Esquivel,portero,Atlético,150000,190000,150000,Disponible,158275,43281,4,2,esquivel,-10000,-30000,-40000,0,0
Facundo Garcés,defensa,Alavés,150000,190000,150000,sanción FIFA,154701,35426,3,91,facundo-garces,0,0,0,0,0
Fortuño,portero,Espanyol,150000,170000,150000,Disponible,154615,30334,10,7,fortuno,0,0,0,0,0
Foulquier,defensa,Valencia,150000,150000,150000,lesión sin determinar,228,1780,19,18,foulquier,0,0,0,1,0
Germán Parreño,portero,Deportivo,150000,150000,150000,Disponible,157806,2086,8,6,german-parreno,0,0,0,0,0
Hugo Novoa,defensa,Alavés,150000,180000,150000,Disponible,154452,34196,3,91,hugo-novoa,0,0,0,0,0
Iker Cordoba,defensa,Valencia,150000,150000,150000,Disponible,157955,35308,19,18,iker-cordoba,0,0,0,0,0
Iturbe,portero,Elche,150000,150000,150000,Disponible,156208,37526,162,75,iturbe,0,0,0,0,0
Iván Villar,portero,Celta,150000,160000,150000,Disponible,1964,10117,7,5,ivan-villar,0,0,0,0,0
Iñaki Rupérez,defensa,Real Sociedad,150000,170000,150000,Disponible,157997,41153,16,13,inaki-ruperez,0,0,0,0,0
Jauregi,delantero,Málaga,150000,200000,150000,Disponible,157825,41095,14,65,jauregi,0,0,0,0,0
Josan,mediocentro,Elche,150000,180000,150000,Disponible,15812,22061,162,75,josan,0,0,0,0,0
Juanmi,delantero,Getafe,150000,150000,150000,operación en el tendón rotuliano,381,832,23,8,juanmi,0,0,0,1,0
Kevin Sánchez,delantero,Deportivo,150000,210000,150000,Disponible,157940,41567,8,6,kevin-sanchez,0,0,0,0,0
Letacek,portero,Getafe,150000,150000,150000,Disponible,154432,34149,23,8,letacek,0,0,0,0,0
Lobete,delantero,Málaga,150000,200000,150000,lesión en el ligamento cruzado anterior y en el ligamento colateral interno de su rodilla izquierda,151323,15642,14,65,lobete,0,0,0,1,0
Luiz Felipe,defensa,Rayo Vallecano,150000,170000,150000,lesión en los isquiotibiales,151801,26676,106,70,luiz-felipe,0,0,0,1,0
Marc Santos,defensa,Levante,150000,150000,150000,Disponible,158002,42277,21,10,marc-santos,0,0,0,0,0
Marcão,defensa,Sevilla,150000,220000,150000,Disponible,151817,26813,17,17,marcao,0,0,0,0,0
Mendy,defensa,Real Madrid,150000,240000,150000,desgarro del tendón del recto femoral con separación ósea,6161,1871,2,15,mendy,0,0,0,1,0
Moussa Diarra,defensa,Málaga,150000,150000,150000,lesión muscular,158024,42328,14,65,moussa-diarra,0,0,0,1,0
Nico Serrano,delantero,Athletic,150000,160000,150000,Disponible,151434,24956,1,1,nico-serrano,0,0,0,0,0
Noé Carrillo,mediocentro,Deportivo,150000,170000,150000,lesión en el tobillo,157274,40948,8,6,noe-carrillo,0,0,0,1,0
Odriozola,defensa,Real Sociedad,150000,150000,150000,Rotura del ligamento cruzado anterior,619,6871,16,13,odriozola,0,0,0,1,0
Osambela,mediocentro,Osasuna,150000,150000,150000,Disponible,156528,19693,15,93,osambela,0,0,0,0,0
Paco Cortés,delantero,Levante,150000,150000,150000,Disponible,156485,39736,21,10,paco-cortes,0,0,0,0,0
Sainz-Maza,mediocentro,Racing,150000,150000,150000,Disponible,157739,41265,878,812,sainz-maza,0,0,0,0,0
Samu Becerra,mediocentro,Rayo Vallecano,150000,160000,150000,Disponible,157995,39223,106,70,samu-becerra,0,0,0,0,0
Sannadi,delantero,Athletic,150000,190000,150000,Disponible,154386,33938,1,1,sannadi,0,0,0,0,0
Selu Diallo,mediocentro,Alavés,150000,200000,150000,Disponible,157942,41560,3,91,selu-diallo,0,0,0,0,0
Sergi Canós,delantero,Valencia,150000,270000,150000,Lesión en el ligamento cruzado,153397,31494,19,18,sergi-canos,0,0,0,1,0
Wanjala,defensa,Valencia,150000,180000,150000,Disponible,158119,42605,19,18,wanjala,0,0,0,0,0
Yago Santiago,delantero,Elche,150000,150000,150000,artroscopia de rodilla,155931,37720,162,75,yago-santiago,0,0,0,1,0
Zakharyan,mediocentro,Real Sociedad,150000,150000,150000,Disponible,153396,31475,16,13,zakharyan,0,0,0,0,0
Álex Padilla,portero,Athletic,150000,160000,150000,Disponible,154443,34173,1,1,alex-padilla,0,0,0,0,0
Álex Primo,portero,Levante,150000,180000,150000,luxación del hombro derecho con lesión de labrum,156345,8517,21,10,alex-primo,0,0,0,1,0
